Description,Category
SENNO        TAB 8.6MG,OTC
SIMETHICONE  DRO 40/0.6ML,OTC
VITAMIN D    TAB 1000UNIT,OTC
VITAMIN D    TAB 2000UNIT,OTC
VITAMIN D    TAB 400UNIT,OTC
VITAMIN D    TAB 50MCG,OTC
VITAMIN D3   CHW 2000UNIT,OTC
VITAMIN D3   TAB 2000UNIT,OTC
VITAMIN D3   TAB 25MCG,OTC
VITAMIN D3-50MCG (2000IU),OTC
ZYNO-PRIMARY-TUBING-BLUE,IV SUPPLY
AMLACTIN CRE FOOT,OTC
MYCOPHENOLIC TAB 180MG DR,RX
APLISOL 5-UNIT/0.1ML INJ (5ML),RX
IV-GENTAMIC1000MG/500ML 0.9%NS,IV DRUG
BUPREN-NALOXON 2-0.5MG SL FILM,RX
C-EUCERIN-TRIAMCIN0.1% CRM 1:1,RX
diazePAM 10MG RECTAL GEL,RX
SULFA/TMP SS 200-40/5ML,RX
LITHIUM CARBONATE ER 300MG TABLET ER,RX
T-GEL ORIGINAL FORMULA 0.5 % SHAMPOO,OTC
HYDRALAZINE HCL F/C 25MG TABLET,RX
TADALAFIL 10MG TABLET,RX
ONELAX 10MG SUPP.RECT,OTC
NYSTATIN 100MU/G CREAM(GM),RX
"TERIPARATIDE SUV, LATEX-FREE 20MCG PEN INJCTR",RX
"LEVETIRACETAM SDV,OUTER,L/F,P/F 750 MG 107.5 MLS (",RX
PFIZERPEN 3 MMU 106 MLS (SODIUM CHLORIDE),IV DRUG
"CASPOFUNGIN ACETATE OUTER, SUV, P/F, L/F 50 MG 260",IV DRUG
IBUPROFEN RX ONLY 100MG/5ML ORAL SUSP,RX
SODIUM THIOSULFATE SINGLE USE 12.5 GM 150 MLS (SOD,IV DRUG
CHEST CONGESTION RELIEF DM 100-10MG/5 SYRUP,OTC
SEVELAMER HCL 800MG TABLET,RX
TROPICAMIDE 0.5 % DROPS,RX
HEAD & SHOULDERS 2IN1 SMTH/SLK 1 % SHAMPOO,OTC
GLUCOSAMINE-CHONDROITIN TRIPLE STRENGTH 1500-1200,OTC
EMERGEN-C 1000MG EFFPOWDPKT,OTC
DIFICID OUTER 40MG/1ML SUSP RECON,RX
BANOPHEN 25MG CAPSULE,OTC
TUSSIN DM 50-5MG/5ML LIQUID,OTC
CORN CUSHIONS EACH,OTC
GUAIFENESIN S/F 100MG/5ML LIQUID,OTC
CLORPACTIN 2GM SOL IN NSS SOLUTION,OTC
XTANDI 40MG TABLET,RX
CHAPSTICK LIP BALM CHERRY STICK (EA),OTC
FELODIPINE ER F/C 2.5MG TAB ER 24H,RX
VAZALORE 325MG CAPSULE,OTC
C-CLOTR1%-HYDRO1%-ZNOX 1:1:2CR,OTC
FINGOLIMOD 0.5MG CAP,RX
MURINE EAR 6.5% SOLN,OTC
GALANTAMINE 4MG/ML SOLN,RX
WIXELA INHUB 250-50MCG AER(60),RX
IV-REMDESIVIR200MG/250ML0.9%NS,IV DRUG
MULTIVITAMIN W/ IRON TAB,OTC
DEXAMETHASONE INJ. 4MG/ML VIAL,RX
DEXTROMETHORPHAN HBR 15MG CAPSULE,OTC
COREG 3.125MG TABLET,RX
HURRICAINE 20% SPRAY,OTC
PRENATABS RX F/C 29MG-1MG TABLET,RX
MORPHINE SULFATE ER 60MG CAP ER PEL,RX
RIVASTIGMINE 4.5MG CAPSULE,RX
LUBRICANT 0.6% EYE DROP,OTC
FLUTICA-SALM DISK 250-50MCG-60,RX
MORPHINE SULFATE IR 30MG TABS,RX
AZACTAM 2GM/100ML NS,IV DRUG
TUCKS 50% MED. PAD,OTC
VELPHORO 500MG TAB CHEW,RX
NISOLDIPINE F/C 8.5MG TAB ER 24H,RX
DHEA 25MG CAPSULE,OTC
REMEDY INTENSIVE SKIN CALAZIME 0.44%-20.6% PASTE (,OTC
HYOSCYAMINE SULFATE 0.125MG/1ML DROPS,RX
RIVASTIGMINE 6MG CAPSULE,RX
Dispensing Error,MISC
TOLTERODINE TARTRATE 2MG TABLET,RX
CALCIUM CHW 500MG,OTC
RYBELSUS TAB 7MG,RX
DAPTOMYCIN 515MG/100ML NS,IV DRUG
ACETAMINOPHE TAB 500MG,OTC
CENTRUM SILV TAB ADULT 50,OTC
OZEMPIC 0.25MG/0.5MG DOSES,RX
OXYCODONE IR TAB 5MG,RX
TIADYLT CAP 180MG/24,RX
VITAMI D3 CAP 25MCG (1000UNIT),OTC
CRANBERRY CAP 425MG,OTC
INS DEGL FLX INJ 100UNIT,RX
WEGOVY INJ 1MG,RX
MORPHINE SUL TAB 15MG,RX
RISPERIDONE TAB 4MG,RX
ROBITUSSIN COUGH & CHESTCONGESTION DM ADULT LIQD,OTC
ICAPS W/LUTEIN & ZEA TABS,OTC
AMOXICILLIN 500MG TABS,RX
GERI-TUSSIN 100MG/5ML LIQD,OTC
INSULIN GLARGINE 100UNIT/ML SOLN,RX
AMLODIPINE/OLMESARTAN MEDOXOMIL TABS,RX
MESALAMINE DR 1.2GM TBEC,RX
NEBIVOLOL HYDROCHLORIDE 5MG TABS,RX
GUAIFENESIN/CODEINE SOLN,OTC
GRALISE 300MG TABS,RX
HURRICAINE 0.2 AERO,OTC
COLESEVELAM HYDROCHLORIDE 625MG TABS,RX
NEBIVOLOL HYDROCHLORIDE 20MG TABS,RX
DOXYCYCLINE HYCLATE 100MG SOLR,RX
OSTEO BI-FLEX/GLUCOSAMINE/VIT D3/5-LOXIN ADVANCED TABS,OTC
ENOXAPARIN SODIUM 30MG/0.3ML SOSY,RX
RISA-BID PROBIOTIC TABS,OTC
DOXEPIN HYDROCHLORIDE 75MG CAPS,RX
FELBAMATE 600MG TABLET,RX
PYRIDOSTIGMINE BROMIDE 30MG TABLET,RX
FENOFIBRATE F/C 145MG TABLET,RX
MAGONATE 54MG/5ML LIQUID,OTC
TIROSINT 137MCG CAPSULE,RX
PROTRIPTYLINE HCL 10MG TABLET,RX
DILTIAZEM ER 120MG CAPSULE ER,RX
XTAMPZA ER 27MG,RX
PAPAYA ENZYME TAB CHEW,OTC
PRADAXA UD 110MG CAPSULE,RX
ACAMPROSATE CALCIUM ENTERIC COATED 333MG TABLET DR,RX
COD LIVER OIL 27 MG-29MG CAPSULE,OTC
"DAPTOMYCIN SUV, P/F, LATEX-FREE 500 MG 110 MLS (SO",IV DRUG
"MEROPENEM 10'S, LATEX-FREE.SUV 2 GM/STERILE WATER",IV DRUG
AQUAPHOR OIN ITCH RLF,OTC
CALCIUM CARB CHW 500MG,OTC
CALCIUM/D3 TAB 600-5,OTC
CEPACOL LOZ EXTRA ST,OTC
CLORPACTIN POW WCS-90,OTC
DOCUSATE SOD LIQ 50MG/5ML,OTC
ENEMA READY- ENE -TO-USE,OTC
GERI-KOT TAB 8.6MG,OTC
GERI-LANTA SUS MAX ST,OTC
GERI-TUSSIN LIQ 100/5ML,OTC
GNP MUCUS ER TAB 600MG,OTC
GUAIASORB DM 10-100MG/5ML LIQD,OTC
GUAIFENESIN TAB 600MG ER,OTC
HMO PER DIEM CHARGES,RX (PER DIEM)
IV PUMP,IV SUPPLY
LUBRICNT EYE OIN NIGHTTIM,OTC
MEDICARE A PER DIEM CHARGES,RX (PER DIEM)
MENTHOL-ZINC OIN,OTC
METAMUCIL POW 58.12%,OTC
MINTOX SUS MAX ST,OTC
NICOTINE DIS 14MG/24H,IV SUPPLY
NICOTINE TD DIS STEP 1,IV SUPPLY
OCUSOFT LID PAD SCRUB PL,OTC
OYST SHELL/D TAB 500MG,OTC
PEG 3350 POW,OTC
PETROLEUM GEL JELLY,OTC
PROSOURCE LIQ NO CARB,OTC
RENU MULTIPL SOL LUBRICAT,OTC
SAFE TUSSIN LIQ 10-100/5,OTC
SALINE MIST SPR 0.65%,OTC
SIMETHICONE CHW 80MG,OTC
SIMETHICONE DRO 40/0.6ML,OTC
TRUEPLUS CHW GLUCOSE,OTC
TUSNEL DIABT LIQ 10-100/5,OTC
VASHE WOUND SOL THERAPY,OTC
VITAMIN D CAP 1000UNIT,OTC
VITAMIN D TAB 1000UNIT,OTC
VITAMIN D3 TAB 25MCG,OTC
VITAMIN D3-50MCG (2000IU),OTC
ZYNO-PRIMARY-TUBING-BLUE,IV SUPPLY
HIZENTRA 10GM/50ML VIAL,RX
ROBITUSSIN MAX 30-12.5MG/20ML,OTC
MELATONIN TR 3MG TAB,OTC
DRYSOL SOLUTION DAB-O-MATIC,RX
POLYVINYL AL SOL 1.4% OP,OTC
ARTIFICIAL DRO 1% TEARS,OTC
KONSYL DAILY POW PSYLLIUM,OTC
CEFAZOLIN 1GM/50ML D5W,IV DRUG
DULERA AER 200-5MCG,RX
MELATONIN CAP 5MG,OTC
ROBITUSSIN LIQ 20-400,OTC
PEROXYL 1.5% MOUTH RINSE,OTC
SEVELAMER HCL 800MG TABLETS,RX
TRULICITY 1.5MG/0.5ML INJ,RX
FIRST-OMEPRA SUS 2MG/ML,RX
AVEENO BABY LOT MOISTURE,OTC
ARNUITY ELPT INH 100MCG,RX
DOVE BAR WHITE,OTC
HYOSCYAMINE DRO 0.125/ML,RX
ZINC OXIDE/CLOTRIMAZOLE 1:1,OTC
DAPTOMYCIN 1650MG/250ML NS,IV DRUG
ENEMA 19G-7G/118 ENEMA,OTC
MAGIC MW/KAOPECTATE ORAL SUSP,RX
"MOUNJARO OUTER, SUV, P/F 5MG/0.5ML PEN INJCTR",RX
CHOLESTYRAMINE 5% IN AQUAPHOR 5% OINT. (G),RX
CALCIUM/MAGN/ZINC 333-133-8.3,OTC
STOMAHESIVE POW,OTC
SODIUM FLUOR CRE 5000 PLS,RX
FYCOMPA SUS 0.5MG/ML,RX
DEXTROMETHOR SUS 30MG/5ML,OTC
DAPTOMYCIN 630MG IN 100ML NS,IV DRUG
TRIAD WOUND DRESSING PAST,IV SUPPLY
POT CHLORIDE CAP 8MEQ ER,RX
VIBERZI TAB 100MG,RX
NORTRIPTYLINE CAP 25MG,RX
STIOLTO RESPIMAT (#10),RX
ONDANSETRON INJ 4MG/2ML,RX
LEVOTHYROXINE TAB 300MCG,RX
COENZYME Q10 CAP 200MG,OTC
HYDROCORTISONE W/ALOE CRM 1%,OTC
VANICREAM,OTC
ALBUTEROL HFA INHALER 108MCG,RX
ANDRODERM SYS 2MG/24HR,RX
OxyCONTIN CR TAB 15MG,RX
NASAL 12HR SPRAY 0.05%,OTC
JANUMET TAB 50/1000MG,RX
CIPROFLOXACIN OPTH SOLN 0.3%,RX
NEO/POLY/HC OTIC SUSP,RX
ALCON TEARS OPTH SOLN 0.5%,OTC
IV ELASTOMERIC 400ML@200ML/HR,IV SUPPLY
MELATONIN TAB 3MG (FAST MELT),OTC
SAFETUSSIN DM S/F SYR,OTC
FONDAPARINUX INJ 10MG/0.8ML,RX
HYDROCORTISONE TAB 10MG,RX
MELATONIN SL TAB 5MG,OTC
AMITRIPTYLINE TAB *100MG*,RX
GLUCOS/CHOND+MSM 500/400/166MG,OTC
AMOXICILLIN TAB 500MG,RX
IV VANCOMYCIN 500MG/100NS-E,IV DRUG
NITROFURANTOIN MACRO CAP 50MG,RX
ZALEPLON CAP 5MG,RX
DEGLUDEC FLEXTOUCH PEN 100U/ML,RX
chlorproMAZINE TAB 25MG,RX
DUTASTER/TAMSUL CAP 0.5/0.4MG,RX
PNEUMOVAX 23 INJ (1 DOSE),RX
oxyCOD/APAP TAB 5/325MG,RX
carBAMazepine ER CAP 300MG,RX
ADMELOG INJ 100U/ML (3ML),RX
CARB/LEVO/ENTA 50/200/200MG,RX
RYTARY CAP 23.75/95MG,RX
VENLAFAXINE ER TAB 75MG,RX
CARBID/LEVO ER TAB 25/100MG,RX
SOAANZ TAB 60MG,RX
DESONIDE CRM 0.05%,RX
hydroCHLOROthiazide TAB 50MG,RX
MICONAZOLE CRM 2%,OTC
TIMOLOL OPTH SOLN 0.25%,RX
NAFTIFINE CRM 2%,RX
FENTANYL DIS 62.5MCG,RX
GAS RELIEF DRO 20/0.3ML,OTC
TRIAMCIN ACE INJ 40MG/ML,RX
SERTRALINE CON 20MG/ML,RX
OLM MED/HCTZ TAB 40-12.5,RX
CYPROHEPTAD SYP 2MG/5ML,RX
CLOMIPRAMINE CAP 75MG,RX
VITAMIN D3 TAB 25MCG(1000UNIT),OTC
VENOFER 200MG IN 100ML NS 0.9%,IV DRUG
ENTRESTO TAB 49-51MG,RX
TURMERIC 500MG-CAPS,OTC
FUROSEMIDE SOL 10MG/ML,RX
DIFLUNISAL TAB 500MG,RX
HORIZANT TAB 600MG ER,RX
TONER - TN450,SUPPLY-NON IV
VITAMIN B-12 1000MCG TAB,OTC
LIDOCAINE 4% PATCH,OTC
LANSOPRAZOLE 15MG DR CAP,RX
SYSTANE BALANCE 0.6% OPTH SOLN,OTC
VITAMIN D3 1000IU (25MCG) TAB,OTC
GENTEAL TEARS MOD PF OP SOL UD,OTC
CRANBERRY 250MG TAB,OTC
PROBIOTIC/PREBIOTIC CAP,OTC
LUBRICANT EYE0.4-0.3% OPTH.SLN,OTC
DIALYVITE 800 TAB,OTC
FLORAJEN WOMEN CAP,OTC
DOCUSATE CALCIUM 240MG CAP,OTC
ARTIFICIAL TEARS 1% SOLN,OTC
BEANO ULTRA 400 UNIT TAB,OTC
OLOPATADINE 0.2% OTC OPTH.SOLN,OTC
LANTUS 100U/ML INSULIN,RX
SYSTANE LID WIPE PAD,OTC
ENNDS CHLOROPHYLL 10MG TAB,OTC
HAIR SKIN & NAILS TAB,OTC
RX DESTROYER,SUPPLY-NON IV
MAGNESIUM GLUCONATE 500MG TAB,OTC
"EXTENSION SET MINIBORE 7"" 9001",IV SUPPLY
CLEAR EYES 0.5%-0.6 OPTH.SOLN,OTC
TOPICAINE 4% GEL,OTC
RX DESTROYER-3785ML,SUPPLY-NON IV
ALOCANE 4% GEL,OTC
IV-CEFTRIAXONE 2G/50ML 0.9% NS,IV DRUG
NovoLOG MIX 70/30,RX
"VITAMIN D3 4,000U CAP",OTC
VITAMIN D3 CAP 25MCG,OTC
GNP NASAL SPR 0.05%,OTC
JOHNSONS OIL BABY,OTC
MAGNESIUM TAB 500MG,OTC
MUCUS RELIEF TAB 30-600ER,OTC
PRESERVISION CHW AREDS 2,OTC
NIACIN TAB 250MG,OTC
ZINC CAP 220MG,OTC
COLD & FLU TAB SEVERE,OTC
ACIDOPHILUS CAP 100MG,OTC
VITAMIN D2 TAB 2000UNIT,OTC
PSYLLIUM POW HUSK,OTC
Simethicone 125mg softgel,OTC
ACETAMINOPHE TAB 650MG,OTC
SYSTANE HYDR DRO 0.4-0.3%,OTC
BACID TAB,OTC
ACETAMIN LIQ 160/5ML,OTC
REFRESH OPTI DRO 0.5-0.9%,OTC
HC/NYSTATIN/ZINC,RX
OMEGA-3 FISH CAP 1000MG,OTC
CO Q 10 CAP 100MG,OTC
OMEGA 3 CAP 1000MG,OTC
CENTRUM SILV TAB 50+MEN,OTC
VITAMIN A & D--OINT,OTC
IV PRODUCTS,IV SUPPLY
NARC BOX,SUPPLY-NON IV
CURCUMIN 95 CAP 500MG,OTC
ZINC SULF-220MG-TABS(ZN 5OMG),OTC
VITAMIN B-12 SUB 1000MCG,OTC
B12-ACTIVE CHW 1MG,OTC
CALCIUM/D3 CAP 600-500,OTC
DOK TAB 100MG,OTC
NICOTINE LOZ 2MG MINT,IV SUPPLY
CENTRUM SILV TAB 50+WOMEN,OTC
SOYA LECITHN CAP 1200MG,OTC
GARLIC OIL CAP 500MG,OTC
B-COMPLEX TAB VITAMIN,OTC
B-12 TAB 1000MCG,OTC
CVS ALLERGY TAB 10MG,OTC
HEMORRHOIDAL--CREA,OTC
MUCINEX DM LIQ 20-400,OTC
LACTOBACILLU PAK,OTC
H-CHLOR 12 SOL 0.125%,OTC
REFRESH PLUS DRO 0.5% OP,OTC
ONE-A-DAY TAB WOMENS,OTC
PEPTO-BISMOL SUS 525/15ML,OTC
XYLOCAINE INJ -MPF 2%,RX
AQUAPHOR LIP OIN REPAIR,OTC
CALCIUM CITRATE-950MG(200 ca),OTC
IV-REMDESIVIR100MG/250ML0.9%NS,IV DRUG
SUMAtriptan 6MG/0.5ML SYRINGE,RX
cloZAPine ODT 25MG TAB,RX
IV-gentamicin 60MG/50ML NACL,IV DRUG
"DIALYVITE D3 MAX 50,000U TAB",OTC
REFRESH PLUS 0.5% OP SOLN UD,OTC
LIDOCAINE 2% GEL (JELLY)-10ML,RX
IV-ertaPENEM 1GM/NACL0.9%100ML,IV DRUG
IV-REMDESIVIR100MG/250ML0.9%NS,IV DRUG
REFRESH P.M. OPTH.OINT,OTC
LUBRICANT EYE DROPS 0.5% SOLN,OTC
SELSUN BLUE MEDICATE 1% SHAM,OTC
PEG 3350 ELECTROLYTE SOLN,RX
LUTEIN 15-0.7MG CAP,OTC
LEVEMIR FLEXPEN 100UNITS/ML,RX
REFRESH LIQUIGEL 1% OPHTH-15ML,OTC
POTASSIUM CITRATE1080MG(10MEQ),RX
IV-MEROPENEM250MG/100ML 0.9%NS,IV DRUG
LACOSAMIDE 10MG/ML SOLN,RX
"CALCIUM ALGINATE 12"" ROPE",IV SUPPLY
AZASITE 1 % DROPS,RX
PROCHLORPERAZINE MALEATE 5MG TABLET,RX
CHILDREN'S MUCINEX A/F 100-5 MG/5 LIQUID,OTC
LYVISPAH 5MG GRAN PACK,RX
REMEDY PHYTOPLEX ANTIFUNGAL 2 % OINT. (G),OTC
QUINAPRIL HCL 20MG TABLET,RX
"VANCOMYCIN HCL LATEX-FREE,P/F, MDV 750 MG 257.5 ML",IV DRUG
"DAPTOMYCIN SUV, P/F, LATEX-FREE 1250 MG 125 MLS (S",IV DRUG
IV NON-CVRD TPN 2L/DAY EACH,IV DRUG
ODEFSEY F/C 200-25-25 TABLET,RX
FLUTICA-SALM DISK 100-50MCG-60,RX
INSTA-GLUCOSE 77.4% 24 G/31 G GEL (GRAM),OTC
"FETROJA OUTER,SUV 1 GM/SODIUM CHLORIDE 0.09 GM 121",IV DRUG
TUSSIN DM CLEAR 100-10MG/5 LIQUID,OTC
POLYVINYL ALCOHOL 1.4 % DROPS,OTC
GUAIFENESIN 400MG TABLET,OTC
CARISOPRODOL 250MG TABLET,RX
DILTIAZEM 12HR ER 120MG CAP ER 12H,RX
PROMETHAZINE VC-CODEINE 6.25-5-10 SYRUP,RX
VALSARTAN-HYDROCHLOROTHIAZIDE 320-12.5MG TABLET,RX
CYMBALTA 30MG CAPSULE DR,RX
OLOPATADINE HCL 0.6 % SPRAY/PUMP,RX
BIMATOPROST 0.03 % DROPS,RX
DRONABINOL 10MG CAP,RX
LICOCAINE 4% GEL (BURN JEL),OTC
FLUOROURACIL 5% CREAM,RX
VOLTAREN 1% OTC GEL-100GM,OTC
SALINE WOUND WASH 0.9%,OTC
MUCINEX FAST-MAX COLD-FLU-THRT LIQUID GEL 5-325-20,OTC
"OZEMPIC OUTER, SUV 2MG/0.75ML PEN INJCTR",RX
"VANCOMYCIN HCL LATEX-FREE,P/F, MDV 1.75 GM 517.5 M",IV DRUG
LAMIVUD/ZIDO TAB 150-300,RX
POLY-IRON CAP 150 FORT,RX
D3 CAP 1000UNIT,OTC
NARCAN SPR 4MG,RX
RENOCAPS FOR Nephrocaps,RX
MEDROXYPROGESTERONE ACETATE 2.5MG TABLET,RX
ACID GONE ANTACID 358-95/15 ORAL SUSP,OTC
KOMBIGLYZE XR F/C 5MG-1000MG TBMP 24HR,RX
ASMANEX HFA 50MCG HFA AER AD,RX
BIOFREEZE PAIN RELIEF CREAM (G),OTC
METOPRL/HCTZ TAB 50-25MG,RX
DIALYVITE TAB 800,OTC
FUROSEMIDE INJ 10MG/ML,RX
STERIL WATER INJ (50ML),IV DRUG
CEFAZOLIN INJ 2GM,IV DRUG
DEXTROAMPHET CAP 15MG ER,RX
FIBER THERAPY 625MG TAB,OTC
MOLNUPIRAVIR 200MG CAP PACK,RX
OYST-CAL W/D 500MG-600-IU TAB,OTC
KETOCONAZOLE POWDER,RX
M-M-R II VACCINE VIAL,RX
SHINGRIX 50MCG/0.5ML-SUSR VIAL,RX
SULFADIAZINE 500MG TABLET,RX
"COMPLEX B-50 S/F, P/F 115-50-0.4 TABLET ER",OTC
"FLUZONE QUAD 2022-2023 MUV, OUTER 60MCG/0.5ML VIAL",RX
MUCINEX FAST-MAX COLD-FLU-THRT 5-325-200 TABLET,OTC
SODIUM CHLORIDE 0.9% 500 MLS,IV DRUG
FISH OIL 300-1000MG CAPSULE,OTC
SIMETHICONE 180MG CAPSULE,OTC
"CETAPHIL SPF 15,PABA FREE 3-10% LOTION",OTC
NYSTATIN/HYDROCOR 2.5% CREAM (1:1) CREAM,RX
TPN SOLUTION 1900 MLS (CLINISOL /DEXTROSE IN WATER,IV DRUG
THERA TEARS NIGHTTIME EYE 1% DROPER GEL,OTC
SYNDROS 5MG/1ML SOLUTION,RX
CHILDREN'S IBUPROFEN 100MG/5ML ORAL SUSP,OTC
DONEPEZIL HCL ODT 5MG TAB RAPDIS,RX
CROMOLYN SODIUM OPHTH 4% DROPS,RX
LEVETIRACETAM ER F/C 750MG TAB ER 24H,RX
"VANCOMYCIN HCL SINGLE-USE,OUTER,L/F 750 MG 150 MLS",IV DRUG
LEVOTHYROXINE SOD 100MCG VIAL,RX
SEGLENTIS 44 MG-56MG TABLET,RX
SOOTHE 20%-80% OINT. (G),OTC
HEPARIN SOD 5000UNIT/0.5ML DISP SYRIN,RX
"PROCRIT 4'S, MDV, OUTER, L/F 20000UNIT/2ML VIAL",RX
ENSURE LIQUID VANILLA LIQUID,OTC
"CHILDREN'S ACETAMINOPHEN GLUTEN/F, GRAPE 160MG/5ML",OTC
CLONAZEPAM UD 0.25MG TAB RAPDIS,RX
INGREZZA 40MG CAPSULE,RX
CLOBETASOL PROPIONATE 0.05 % LOTION,RX
DOFETILIDE CAP 500MCG,RX
LYBALVI 10-10MG TABS,RX
REFRESH PLUS DRO 0.5% OP UD,OTC
ALLER-CHLOR TAB 4MG,OTC
FESOTERODINE TAB 4MG ER,RX
ZILACTIN-B GEL 10%,OTC
ARMOUR THYRO TAB 60MG,RX
KETO CRM/HYDROCORT CR 2.5% 1:1,RX
DULCOLAX SUP 10MG,OTC
SYNJARDY XR TAB 25-1000,RX
HYDROCOD/HOM SYP 5-1.5/5,RX
VITAMIN E CAP 100U (45MG),OTC
ARMODAFINIL TAB 150MG,RX
IV PUMP PICK UP,IV SUPPLY
VITAMIN B-12 50MCG TAB,OTC
FLUTICASONE 50MCG/ACT (60),OTC
AQUAPHOR OINTMENT (50GM),OTC
C-GENT 80MG/60ML NS IRRIG,RX
DOXEPIN 6MG TAB,RX
INSULIN LISPRO KWIKPEN 100U/ML,RX
LACTULOSE 10GM/15ML LIQUID,RX
PRIMATENE MIST 0.125MG/ACT AERO,OTC
PROCRIT 4000UNIT/ML SOLN,RX
LOPERAMIDE HYDROCHLORIDE 2MG TABS,OTC
NYSTATIN/TRIAMCINOLONE ACETONIDE CREA,RX
HALLS COUGH DROPS 7MG LOZG,OTC
GUAIFENESIN 400MG TABS,OTC
AIRBORNE CHEW,OTC
DEXLANSOPRAZOLE 60MG CPDR,RX
LIQUID VITAMIN C 500MG/5ML LIQD,OTC
VISINE DRY EYE RELIEF ALLDAY COMFORT 0.01 SOLN,OTC
B-1 250MG TABS,OTC
TOBRAMYCIN 0.3 % DROPS,RX
AZATHIOPRINE 75MG TABLET,RX
FLUTICASONE PROPIONATE HFA 44MCG AER W/ADAP,RX
BIOFREEZE PARABEN-FREE 4 % GEL (ML),OTC
TUBERSOL PPD 10 TEST 5TU/0.1ML 5TU/0.1ML VIAL,RX
NICOTINE PATCH INNER 14MG24H PATCH TD24,IV SUPPLY
LEVOTHYROXINE 75MCG CAPSULE,RX
HYDRALAZINE HCL F/C 50MG TABLET,RX
"DAPTOMYCIN SUV, P/F, LATEX-FREE 550 MG 111 MLS (SO",IV DRUG
ASPERCREME LIDOCAINE 4% CREAM 4 % CREAM (G),OTC
LUMIFY DRO 0.025%,OTC
COUGH & COLD TAB 4-30MG,OTC
HYDROmorphone 4MG TABLET,RX
LAMIVUDINE SOL 10MG/ML,RX
SIMETHICONE DRO INFANTS,OTC
VITAMIN D3 1000UNITS/10ML LIQD,OTC
K-PHOS TAB NEUTRAL,RX
PHENOBARBITAL 16.2MG TABLET,RX
PROSOURCE NO CARB 15 G-60/30 LIQUID,OTC
RICOLA NATURAL HERB 4.8MG LOZENGE,OTC
TRIJARDY XR 5-2.5-1000 TAB BP 24H,RX
"DAPTOMYCIN SUV, P/F, LATEX-FREE 400 MG 108 MLS (SO",IV DRUG
TRIAMCINOLONE 0.1%/EUCERIN 80GM/160GM CREAM,RX
DEXAMETHASONE 1.5MG TABLET,RX
ACARBOSE TAB 25MG,OTC
ACETAMINOPHEN GELCAP 500MG,OTC
ETODOLAC TAB 400MG,RX
SIMETHICONE CAP 125MG,OTC
NAMZARIC CAP 28/10MG,RX
FISH OIL COATED CAP 1000MG,OTC
NITROGLYCERIN SL TAB 0.4MG #25,RX
PULMICORT FLEXHALER 90MCG,RX
ICOSAPENT ETHYL CAP 1GM,RX
traMADol TAB 100MG,RX
BUDESONIDE ER TAB 9MG,RX
ASPART INJ 100U/ML (10ML),RX
BREO ELLIPTA 200/25MCG (#28),RX
CENTRUM SILVER 50+ MEN'S TAB,OTC
MOVE FREE TRIPLE STRENGTH TAB,OTC
POTASSIUM CITR ER TAB 1620MG,RX
TADALAFIL TAB 10MG,RX
SLOW MAGNESIUM/CALCIUM TAB,OTC
MAG-G TAB 500MG,OTC
CLEAR EYES MAX ITCH OPTH SOLN,OTC
CARNITOR TAB 330MG,RX
GOLD BOND CRM (MAX RELIEF),OTC
ALBUTEROL INH SOLN 1.25MG/3ML,RX
IV VANCOMYCIN 1.25GM/263ML NS,IV DRUG
IV VANCOMYCIN 1.5GM/265ML NS,IV DRUG
morphine ER TAB 30MG,RX
ACIDOPHILUS CHEW,OTC
ROBAFEN SYR 200MG/10ML,OTC
PYRIDOSTIGMINE TAB 60MG,RX
ZINC OXIDE OINT 20%,OTC
DOXYCYCLINE MONO CAP 100MG,RX
ARANESP PFS 300MCG/0.6ML,RX
BOOSTRIX INJ (PFS),RX
HALOPERIDOL SDV INJ 5MG/ML,RX
PROMETHAZINE SDV INJ 25MG/ML,RX
OMEGA-3 CAP 1400MG,OTC
VIOKACE 20 TAB,RX
PENTASA CAP 250MG,RX
EASY TOUCH SAFETY PEN NEEDLE,SUPPLY-NON IV
RIFABUTIN CAP 150MG,RX
RICOLA S/F LOZ (LEMON-MINT),OTC
NICOTINE LOZ 4MG,IV SUPPLY
HEMORRHOIDAL HYGIENE PAD,OTC
traMADol/APAP TAB 37.5/325MG,RX
acetaZOLAMIDE TAB 250MG,RX
ONCOVITE TAB,OTC
IMIQUIMOD CRM 5%,RX
ESTRADIOL VAG TAB 10MCG,RX
ISOSORBIDE MONO TAB 10MG,RX
LEVEMIR FLEXPEN 100U/ML,RX
OLMES/AMLOD/HCTZ 40/5/25MG,RX
HALOPERIDOL CONC 2MG/ML,RX
IV ADMIN SET 1.2 MICRON,IV SUPPLY
TRULICITY 0.75MG/0.5ML INJ,RX
EARWAX REMOVAL DROPS 6.5% SOLN,OTC
TURMERIC 450MG CAPS,OTC
OXYCODONE TAB 20MG,RX
MUCINEX D TAB 60-600MG,OTC
OXYCODONE IR 10MG TABLET,RX
ZBUM ZINC OXIDE 22% CREAM,OTC
AJOVY AUTOINJECTOR 225MG/1.5ML,RX
DALFAMPRIDINE ER 10MG TABS,RX
CEPACOL SORE LOZ 15-2.6MG,OTC
GERI-TUSSIN LIQ 100/5,OTC
TUMS CHW DEL CHW 1177MG,OTC
FENOFIBRATE TAB 120MG,RX
STRESS B/ TAB ZINC,OTC
KRILL OIL OMEGA-3 350MG CAP,OTC
